Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
3,11,59,3,Copepod,5,5,4,5,4,6,4,3,3,7,4,5,4,4,3,3,4,7,5,6,,,,,,,,,,,,,
3,11,59,3,Gastropod,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Mites ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Amphipods,12,4,13,6,16,26,5,16,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,3,Nematodes,42,42,32,22,37,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Ostracod,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Copepod,4,5,3,5,4,4,3,4,3,4,4,5,5,3,3,4,5,6,7,6,,,,,,,,,,,,,
3,12,60,3,Gastropod,5,12,9,4,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Brittle stars,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Amphipods,15,12,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,3,Nematodes,30,32,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Ostracod,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Copepod,4,3,5,7,5,4,5,3,5,5,4,5,6,5,3,3,4,5,3,6,,,,,,,,,,,,,
3,13,61,3,Gastropod,4,2,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Isopods,7,8,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Brittle stars,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Amphipods,8,5,7,30,5,5,4,7,14,27,32,12,7,9,8,7,11,,,,,,,,,,,,,,,,
3,13,61,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,3,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Ostracod,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Copepod,5,7,6,6,4,5,5,5,7,4,3,3,5,6,5,4,7,5,4,3,,,,,,,,,,,,,
3,14,62,3,Gastropod,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Isopods,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Amphipods,5,19,6,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,3,Nematodes,37,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Ostracod,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Copepod,7,5,5,4,3,5,4,3,3,6,5,3,6,7,6,4,3,3,5,6,,,,,,,,,,,,,
3,15,63,3,Gastropod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Amphipods,14,12,17,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,3,Nematodes,47,42,37,22,22,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Ostracod,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Copepod,5,5,4,3,4,5,3,3,5,6,4,6,5,4,4,3,3,3,7,3,,,,,,,,,,,,,
3,16,64,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Amphipods,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,3,Nematodes,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Copepod,4,4,7,4,3,4,5,3,5,4,5,4,4,3,6,6,4,6,4,3,,,,,,,,,,,,,
3,17,65,3,Gastropod,4,18,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Amphipods,9,12,9,5,10,16,4,14,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,3,Nematodes,42,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Copepod,4,5,4,5,5,6,4,3,3,5,6,5,6,4,3,3,5,4,3,5,,,,,,,,,,,,,
3,18,66,3,Gastropod,3,2,19,18,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Amphipods,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,3,Nematodes,47,42,22,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Ostracod,2,2,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Copepod,5,5,4,4,4,5,6,6,4,3,4,3,5,7,3,4,7,4,6,5,,,,,,,,,,,,,
3,19,67,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Isopods,12,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Amphipods,5,3,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,3,Nematodes,42,22,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Ostracod,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Copepod,5,4,3,3,4,6,3,3,4,3,3,3,7,4,4,6,3,3,4,5,,,,,,,,,,,,,
3,20,68,3,Gastropod,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Isopods,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Amphipods,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,3,Nematodes,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Ostracod,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Copepod,7,5,4,4,3,4,3,3,4,5,5,5,6,6,4,7,6,7,3,3,,,,,,,,,,,,,
3,21,69,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Amphipods,11,14,12,18,20,13,21,41,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,3,Nematodes,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Copepod,7,7,6,5,5,3,3,4,3,5,7,3,3,5,4,4,3,3,5,7,,,,,,,,,,,,,
3,22,70,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Amphipods,14,11,7,12,4,7,10,10,7,4,13,12,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,3,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Ostracod,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Copepod,7,3,5,5,6,4,3,3,6,7,4,6,6,6,5,4,5,5,4,3,,,,,,,,,,,,,
3,23,71,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Amphipods,10,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,3,Nematodes,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Copepod,7,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Gastropod,5,5,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Isopods,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Amphipods,8,12,8,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Copepod,6,4,3,3,5,4,3,7,3,7,4,4,4,3,4,4,7,3,3,5,,,,,,,,,,,,,
4,1,73,3,Gastropod,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Amphipods,16,9,8,4,12,14,42,19,14,8,4,12,12,10,18,13,14,19,,,,,,,,,,,,,,,
4,1,73,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,73,3,Nematodes,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Ostracod,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Copepod,3,5,4,6,6,6,3,3,7,4,3,7,3,3,3,5,5,4,6,4,,,,,,,,,,,,,
4,2,74,3,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Mites ,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Amphipods,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,74,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Ostracod,5,3,3,5,5,2,3,5,4,3,2,3,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Copepod,4,4,4,4,3,3,4,5,4,3,5,6,5,4,4,3,4,3,3,5,,,,,,,,,,,,,
4,3,75,3,Gastropod,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Amphipods,17,23,19,7,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,75,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Copepod,4,3,7,3,4,3,3,4,4,6,7,6,3,5,3,2,4,3,5,5,,,,,,,,,,,,,
4,4,76,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Amphipods,5,6,8,4,5,4,5,7,5,4,5,4,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,76,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Ostracod,2,4,3,2,3,3,3,3,2,3,3,4,4,3,2,3,2,2,3,3,,,,,,,,,,,,,
4,5,77,3,Copepod,4,3,5,6,4,5,4,3,3,5,5,4,3,3,4,7,3,3,4,3,,,,,,,,,,,,,
4,5,77,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Foraminifera,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Amphipods,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,77,3,Nematodes,22,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Ostracod,2,3,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Copepod,6,5,6,4,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Gastropod,14,18,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Isopods,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Amphipods,5,7,18,7,9,9,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,78,3,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Ostracod,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Copepod,3,5,5,7,3,6,3,4,3,3,6,3,3,3,3,4,4,5,5,6,,,,,,,,,,,,,
4,7,79,3,Gastropod,5,5,4,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Isopods,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Amphipods,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,79,3,Nematodes,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Ostracod,3,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Copepod,4,5,4,4,4,8,4,6,4,7,3,3,3,4,6,5,5,7,4,3,,,,,,,,,,,,,
4,8,80,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Foraminifera,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Amphipods,4,12,20,4,9,4,17,7,8,14,9,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,80,3,Nematodes,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Ostracod,2,2,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Copepod,4,3,4,5,8,4,3,8,5,4,3,3,3,8,8,3,4,4,5,4,,,,,,,,,,,,,
4,9,81,3,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Foraminifera,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Isopods,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Amphipods,17,19,7,17,7,17,7,19,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,81,3,Nematodes,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Ostracod,4,6,5,2,6,6,3,5,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Copepod,3,3,7,6,4,4,8,3,3,3,4,4,5,3,3,6,4,3,3,6,,,,,,,,,,,,,
4,10,82,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Isopods,7,6,7,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Amphipods,12,13,11,8,13,16,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Larvae,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,82,3,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Ostracod,2,3,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Copepod,4,3,4,6,3,5,5,3,3,4,8,5,3,4,4,5,5,8,3,6,,,,,,,,,,,,,
4,11,83,3,Gastropod,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Foraminifera,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Isopods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Amphipods,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Larvae,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,83,3,Nematodes,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Ostracod,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Copepod,4,3,3,3,3,5,3,3,3,6,3,3,3,3,4,4,4,6,3,6,,,,,,,,,,,,,
4,12,84,3,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Isopods,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Amphipods,13,5,12,14,9,8,16,12,11,4,4,4,5,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,84,3,Nematodes,37,32,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Ostracod,3,4,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Copepod,4,5,3,4,4,5,4,3,3,6,3,6,4,6,5,6,4,3,4,3,,,,,,,,,,,,,
4,13,85,3,Gastropod,2,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Foraminifera,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Isopods,20,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Amphipods,10,10,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Larvae,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,85,3,Nematodes,32,22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,86,3,Ostracod,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,86,3,Copepod,6,5,7,5,5,5,4,5,7,4,3,5,4,4,6,6,3,5,7,4,,,,,,,,,,,,,
4,14,86,3,Gastropod,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,86,3,Foraminifera,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,86,3,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,86,3,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
